,Restaurant_id,Name,Location,Price_for_two,Cuisines,Rating,Delivery_review_number,Price_for_one
369,369,Big Barrel BrewPub,"Rajarajeshwari Nagar, Bangalore",2000,"Chinese, Salad, North Indian, Oriental, Mexican, Italian, Continental, Beverages",4.3,139.0,1000.0
370,370,Mainland China,"Whitefield, Bangalore",2000,"Chinese, Asian, Seafood, Sushi, Bar Food, Beverages",4.5,3432.0,1000.0
371,371,Hopshaus,"Whitefield, Bangalore",2000,"Continental, North Indian, Chinese, Sichuan, Pizza, Asian, Finger Food, Desserts",4.1,487.0,1000.0
372,372,Spot 360 - DoubleTree Suites by Hilton,"DoubleTree Suites By Hilton, Sarjapur, Bangalore",2500,"North Indian, Asian, Beverages",4.3,0.0,1250.0
373,373,Easy Tiger,"Church Street, Bangalore",1700,"Finger Food, Continental",4.2,0.0,850.0
374,374,Fire Station,"Electronic City, Bangalore",1700,"Finger Food, North Indian, Continental, Italian, Chinese, Beverages, Desserts",4.2,2402.0,850.0
375,375,Arion Biryani's,"Bellandur, Bangalore",650,"South Indian, Biryani, Chinese",3.7,52.0,325.0
376,376,Infuse Tea & Snacks Adda,"Marathahalli, Bangalore",150,"Tea, Juices, Shake, Beverages, Fast Food, Street Food",3.6,20.0,75.0
377,377,9 Tables Restaurant,"Bellandur, Bangalore",650,"North Indian, Chinese, Kebab, Biryani, Tamil",4.1,320.0,325.0
378,378,Mavalli Tiffin Room (MTR),"Basavanagudi, Bangalore",250,"South Indian, Beverages",4.4,0.0,125.0
379,379,Namma Mysuru Cafe,"Jayanagar, Bangalore",100,"South Indian, Street Food, Beverages",3.6,19.0,50.0
380,380,Justbe By Nidhi Nahata,"Sadashiv Nagar, Bangalore",1200,"Cafe, Healthy Food, Fast Food, Desserts, Beverages",4.3,581.0,600.0
381,381,Hungry Hippie,"Koramangala 5th Block, Bangalore",1200,"North Indian, Italian, Continental, Mexican, Pizza, Fast Food, Desserts, Beverages",4.2,91.0,600.0
382,382,Scottish Pub,"St. Marks Road, Bangalore",700,Finger Food,4.3,0.0,350.0
383,383,1947,"Rajarajeshwari Nagar, Bangalore",1200,"North Indian, Desserts, Beverages",3.6,2396.0,600.0
384,384,BurgerMan,"Indiranagar, Bangalore",700,"Fast Food, Sandwich, Salad, Burger, Beverages",4.5,505.0,350.0
385,385,Lotus - Visthara Hotel,"Sahakara Nagar, Bangalore",1100,"North Indian, Chinese, South Indian, Fast Food",4.3,0.0,550.0
386,386,Street Storyss,"Indiranagar, Bangalore",2500,"North Indian, Chinese, Street Food, Desserts, Beverages",4.6,728.0,1250.0
387,387,Lucky Chan - Dimsum & Sushi Parlour,"Indiranagar, Bangalore",1900,"Japanese, Chinese, Asian, Desserts, Beverages",4.5,687.0,950.0
388,388,Nothing Before Coffee,"Basavanagudi, Bangalore",300,"Cafe, Coffee, Tea, Shake, Fast Food, Beverages",3.9,39.0,150.0
389,389,Sproutive,"Sarjapur Road, Bangalore",200,"Healthy Food, Juices, Beverages",3.9,13.0,100.0
390,390,Kairali Kitchen And Restaurant,"Attibele, Bangalore",1000,"South Indian, North Indian",3.3,226.0,500.0
391,391,Sri Annapoorna Devi Andhra Deluxe Mess,"Bellandur, Bangalore",500,"Biryani, North Indian, South Indian, Chinese",3.9,236.0,250.0
392,392,Namma Madurai,"Marathahalli, Bangalore",200,"South Indian, Beverages",3.7,15200.0,100.0
393,393,Fia's Lounge,"Richmond Road, Bangalore",1500,"Parsi, Lebanese, Beverages",4.2,0.0,750.0
394,394,46 Ounces Brewgarden,"Electronic City, Bangalore",1900,"Finger Food, Asian, Chinese, Pizza, North Indian, Fast Food",4.2,625.0,950.0
395,395,Boteco Restaurante Brasileiro,"MG Road, Bangalore",3500,"Brazilian, Steak, Salad, Finger Food, Desserts, Coffee, Beverages",4.3,0.0,1750.0
396,396,Range Dine In & Kitchen,"Kanakapura Road, Bangalore",500,"South Indian, North Indian, Desserts",3.2,5.0,250.0
397,397,Maya,"Jayanagar, Bangalore",1800,"Asian, North Indian, Chinese, Thai, Beverages",4.3,134.0,900.0
398,398,Kyba- Sushi Dim Sums & More,"Sahakara Nagar, Bangalore",1400,"Chinese, Thai, Sushi, Japanese, Asian, Seafood, Desserts",4.7,402.0,700.0
399,399,Bhola & Blonde,"Indiranagar, Bangalore",1900,"North Indian, Lucknowi, Mughlai, Biryani, Fast Food, Desserts",4.0,30.0,950.0
400,400,Chili's Grill & Bar,"Lulu Mall, Bangalore",1600,"Mexican, American, Salad, Pizza, Tex-Mex, Italian, Desserts, Beverages",4.4,73.0,800.0
401,401,Nanav Store & Cafe,"Indiranagar, Bangalore",950,"Pizza, Burger, Sandwich, European, Italian, Chinese",4.2,23.0,475.0
402,402,Shift Lounge,"Domlur, Bangalore",1800,"North Indian, Italian",3.7,0.0,900.0
403,403,Bombay Brasserie,"Indiranagar, Bangalore",2000,"North Indian, Biryani, Fast Food, Desserts, Tea",4.5,749.0,1000.0
404,404,Chapter One Bar | Maiin,"New BEL Road, Bangalore",1400,"North Indian, South Indian, Chinese, Italian, Fast Food, Finger Food, Desserts, Beverages",4.3,266.0,700.0
405,405,Sweets Of India,"BTM, Bangalore",300,Mithai,3.8,11.0,150.0
406,406,Venkateshwara Hotel,"Hosur Road, Bangalore",250,"South Indian, Chinese, Biryani, North Indian, Andhra",3.6,19.0,125.0
407,407,Jagli Tindi,"Jayanagar, Bangalore",200,South Indian,3.9,100.0,100.0
408,408,Belur Cafe,"Jalahalli, Bangalore",400,"Cafe, Fast Food, Rolls",3.7,43.0,200.0
409,409,Bob's Bar,"Indiranagar, Bangalore",1400,"South Indian, Biryani, Sandwich, Desserts, Bakery, Beverages",4.2,2835.0,700.0
410,410,Salvadores,"MG Road, Bangalore",2500,"Continental, Pasta, Salad, Desserts, Beverages",4.6,0.0,1250.0
411,411,Talli Terrace,"Church Street, Bangalore",500,"North Indian, Chinese, Fast Food",3.8,38.0,250.0
412,412,Gabru Di Chaap,"Phoenix Marketcity Bangalore, Whitefield, Bangalore",500,"North Indian, Momos, Fast Food, Wraps, Beverages",4.1,257.0,250.0
413,413,Caffé Allora,"Phoenix Marketcity Bangalore, Whitefield, Bangalore",1500,"Pizza, Italian, Pasta",4.3,199.0,750.0
414,414,Nomad Pizza,"Sarjapur Road, Bangalore",1000,"Pizza, Italian",4.4,0.0,500.0
415,415,Via Milano,"Sarjapur Road, Bangalore",1600,"Italian, Continental, Pizza, Pasta, Salad, Desserts",4.3,933.0,800.0
416,416,White Lotus Club,"Sarjapur Road, Bangalore",2000,"Continental, North Indian, Chinese, Italian, Asian, Beverages",3.9,0.0,1000.0
417,417,The Big Baadshaah,"Marathahalli, Bangalore",1900,"Continental, Chinese, Asian, North Indian, Fast Food, Street Food, Desserts, Beverages",4.3,810.0,950.0
418,418,Leon's Burgers & Wings,"Indiranagar, Bangalore",400,"Burger, Fast Food, Wraps",4.2,28200.0,200.0
419,419,Marquis - Radisson Blu,"Radisson Blu, Marathahalli, Bangalore",2500,"Asian, Continental, North Indian, Fast Food, Beverages",4.8,0.0,1250.0
420,420,Yauatcha,"1 MG Road Mall, MG Road, Bangalore",3000,"Chinese, Asian, Cantonese, Seafood, Tea, Desserts",4.3,447.0,1500.0
421,421,Smooth Criminal,"Koramangala 5th Block, Bangalore",1000,"Chinese, North Indian, Pizza, Japanese, Biryani, Desserts, Beverages, Continental",3.8,2.0,500.0
422,422,Saffron By Sanmanaa,"Rajajinagar, Bangalore",850,"North Indian, Chinese, Pizza, Fast Food, Biryani, Ice Cream, Desserts, Beverages",4.0,107.0,425.0
423,423,Mumbai Chai Cafe,"Bellandur, Bangalore",150,"Tea, Maharashtrian, Fast Food, Street Food",0.0,0.0,75.0
424,424,Taaza Thindi,"Banashankari, Bangalore",100,"South Indian, Beverages",4.7,0.0,50.0
425,425,Bengaluru Cafe,"Jayanagar, Bangalore",100,South Indian,4.6,30.0,50.0
426,426,Delhi Highway,"Indiranagar, Bangalore",1800,"North Indian, Chinese, Street Food, Kebab, Desserts, Beverages",4.1,3946.0,900.0
427,427,Dr. Sheesha,"Rajajinagar, Bangalore",1200,"North Indian, Chinese, Continental, Italian, Pasta, Pizza, Beverages",4.2,19.0,600.0
428,428,Beijing Bites,"Koramangala 5th Block, Bangalore",1000,"Chinese, Seafood, Thai, Rolls, Malaysian, Mughlai, Momos",4.0,10300.0,500.0
429,429,Sanadige - Goldfinch Hotel,"Goldfinch Hotel, Seshadripuram, Bangalore",1700,"Seafood, Mangalorean, Goan, South Indian, North Indian, Chinese, Desserts, Beverages",4.2,491.0,850.0
430,430,Animal Bar,"Koramangala 1st Block, Bangalore",1000,"American, Continental, Italian, South Indian, North Indian, Asian, Chinese",0.0,0.0,500.0
431,431,B Town Barbeque,"Rajarajeshwari Nagar, Bangalore",1700,"BBQ, South Indian, Chinese, Salad, Desserts",4.0,0.0,850.0
432,432,Olio - The Wood Fired Pizzeria,"Koramangala 5th Block, Bangalore",600,"Pizza, Italian, Fast Food, Beverages",4.0,0.0,300.0
433,433,Glass – Kitchen & Bar,"Holiday Inn, Race Course Road, Bangalore., Bangalore",3500,"Modern Indian, North Indian, Continental, Biryani, Bar Food, Seafood, Desserts, Beverages",4.6,3.0,1750.0
434,434,Publik,"Bellandur, Bangalore",1400,"North Indian, Kebab, Chinese, Continental, Mughlai, Seafood, Bar Food, Beverages",4.2,96.0,700.0
435,435,Kerbside Bistro,"Sadashiv Nagar, Bangalore",900,"Cafe, Continental, Italian, American, Fast Food, Desserts, Beverages",4.2,0.0,450.0
436,436,Lot Like Crepes & Cafe,"Whitefield, Bangalore",700,"American, Italian, Burger, Fast Food",3.8,388.0,350.0
437,437,OYA Urban Cafe,"Frazer Town, Bangalore",950,"Sandwich, Wraps, Pasta, Fast Food, Momos, Tea, Beverages",3.7,184.0,475.0
438,438,Kava - Fairfield By Marriott,"Fairfield by Marriott,Rajajinagar , Bangalore",3000,"North Indian, South Indian, Continental",3.7,88.0,1500.0
439,439,Arogya Ahaara,"HSR, Bangalore",100,South Indian,4.7,8919.0,50.0
440,440,Chin Lung Resto Bar,"Koramangala 4th Block, Bangalore",1400,"Bar Food, Chinese, North Indian",4.1,415.0,700.0
441,441,Bathinda Junction,"Koramangala 7th Block, Bangalore",950,"North Indian, Kebab, Street Food, Desserts, Beverages",3.8,12900.0,475.0
442,442,Kanti Sweets,"Sarjapur Road, Bangalore",450,"Mithai, Desserts, Street Food",3.6,2017.0,225.0
443,443,Dhanyam Cafe,"Jayanagar, Bangalore",100,"South Indian, Beverages",0.0,2.0,50.0
444,444,The Kabab Studio - Goldfinch Hotel,"Goldfinch Hotel, Seshadripuram, Bangalore",2100,"North Indian, Chinese, Continental, South Indian, Oriental, Italian, Kebab",4.1,12.0,1050.0
445,445,Watson's,"Indiranagar, Bangalore",1600,"North Indian, Continental, Italian, European, Asian, Beverages, Desserts",4.0,46.0,800.0
446,446,Secret Spot Cafe,"Jayanagar, Bangalore",700,"Cafe, Coffee, Sandwich, Burger, Italian, Fast Food, Desserts, Beverages",4.0,22.0,350.0
447,447,Chai Fast,"Koramangala 1st Block, Bangalore",300,"Tea, Shake, Beverages, Sandwich, Rolls, Fast Food, North Indian, Street Food",4.0,233.0,150.0
448,448,LOFT38,"Indiranagar, Bangalore",2000,"Italian, BBQ, Asian, North Indian, Fast Food, Beverages",4.2,11.0,1000.0
449,449,The Big Barn,"Kanakapura Road, Bangalore",1000,"South Indian, North Indian, Chinese, Asian, Fast Food, Pasta, Momos, Beverages",4.4,48.0,500.0
450,450,Mahe Global Kitchen,"Koramangala 5th Block, Bangalore",1400,"North Indian, Continental, Asian, Pizza, Chinese, Desserts, Shake, Beverages",0.0,3.0,700.0
451,451,Travellers Bungalow,"Indiranagar, Bangalore",1400,"Middle Eastern, European, Pizza, Finger Food, Desserts, Beverages",4.3,165.0,700.0
452,452,Tiddly Tavern Bar & Grill,"Ascendas Park Square, Whitefield, Bangalore",1000,"South Indian, North Indian, Continental, Pizza, Asian, Chinese, Seafood",4.2,7.0,500.0
453,453,Blue Butterfly Bar & Kitchen,"Bommasandra, Bangalore",2000,"Asian, Continental",4.2,0.0,1000.0
454,454,Jain Sweets And Savories,"Whitefield, Bangalore",150,"Mithai, Street Food",3.7,535.0,75.0
455,455,Temple Of The Senses,"Church Street, Bangalore",600,"Shake, Beverages, Healthy Food",3.9,138.0,300.0
456,456,The Biere Club,"Lavelle Road, Bangalore",2600,"Bar Food, Continental, Italian, Wraps, Salad, Middle Eastern, Pizza",4.2,29.0,1300.0
457,457,Neer,"Embassy Manyata Business Park,  Nagawara , Bangalore",3000,"Bar Food, Beverages, South Indian",4.0,0.0,1500.0
458,458,Dolci Desserts,"Cunningham Road, Bangalore",850,"Desserts, Bakery, Pasta",4.3,900.0,425.0
459,459,Tiger Trail - Royal Orchid Hotel,"Royal Orchid Hotel,  Old Airport Road, Bangalore",2200,"North Indian, Mughlai, Desserts, Beverages",4.3,221.0,1100.0
460,460,Tree Tops Bar & Kitchen,"Hotel Southern Star, Lavelle Road, Bangalore",1300,"Finger Food, North Indian, Chinese, Burger, Seafood, Desserts",4.2,16.0,650.0
461,461,Hoppipola,"Church Street, Bangalore",2000,"Continental, Italian, Chinese, North Indian, Pizza, Beverages",4.1,126.0,1000.0
462,462,Board 4 Bored,"Basavanagudi, Bangalore",1000,"Chinese, Sandwich, Continental, Italian, Beverages, Pizza, Pasta",4.1,106.0,500.0
463,463,Bake Stir Fry Cafe,"Whitefield, Bangalore",400,"Fast Food, Chinese, Beverages",3.9,12.0,200.0
464,464,South Ruchis Square,"Race Course Road, Bangalore",700,"South Indian, North Indian, Chinese, Fast Food, Ice Cream, Desserts, Shake, Beverages",4.2,1885.0,350.0
465,465,Casa Fresco By Tea Brew,"HSR, Bangalore",950,"American, Italian, Pasta, Steak, Chinese, Momos, Bubble Tea, Beverages",4.0,763.0,475.0
466,466,"The Lantern Restaurant & Bar - The Ritz-Carlton, Bangalore","The Ritz-Carlton, Bangalore",4500,"Chinese, Momos",4.2,16.0,2250.0
467,467,Saffron,"Radisson Blu, Marathahalli, Bangalore",2500,"North Indian, Biryani, Mughlai, Desserts",4.6,69.0,1250.0
468,468,Jalebbi Kitchen & Bar,"Cunningham Road, Bangalore",1400,"North Indian, Biryani, Desserts",4.4,26.0,700.0
469,469,Copper Chimney,"Phoenix Marketcity Bangalore, Whitefield, Bangalore",1700,"North Indian, Mughlai, Biryani, Kebab, Beverages",4.3,69.0,850.0
470,470,Drunken Daddy,"Koramangala 5th Block, Bangalore",1400,"North Indian, Continental, Fast Food, Oriental, Finger Food, Biryani, Beverages",4.3,10.0,700.0
471,471,Chulha Chauki Da Dhaba,"Sarjapur Road, Bangalore",1000,"North Indian, Chinese, Kebab, Mughlai, Biryani, Beverages",4.3,4333.0,500.0
472,472,Terra Bites,"Koramangala 4th Block, Bangalore",1300,"Cafe, Coffee, Beverages, Continental, Italian, Salad, Asian, Desserts",4.2,307.0,650.0
473,473,1 BHK - Bar House Kitchen,"Koramangala 6th Block, Bangalore",1400,"Continental, Italian, Pizza, Sandwich, Desserts, Shake, Beverages",4.3,79.0,700.0
474,474,Suzy Q,"Cunningham Road, Bangalore",2300,"North Indian, Seafood, Continental, Asian, Chinese, Desserts, Beverages",4.3,243.0,1150.0
475,475,PizzaExpress,"Indiranagar, Bangalore",1400,"Pizza, Pasta, Italian, Salad, Fast Food, Desserts, Coffee, Beverages",4.0,55.0,700.0
476,476,Nando's,"Phoenix Marketcity Bangalore, Whitefield, Bangalore",1500,"Burger, Healthy Food, Portuguese",4.4,4592.0,750.0
477,477,Itasian,"Jakkur, Bangalore",1000,"Italian, Asian, Chinese, Sushi, Burger, Fast Food, Desserts, Beverages",4.3,66.0,500.0
478,478,Momoz,"BTM, Bangalore",500,"Momos, North Indian, Chinese, Seafood, Shake, Beverages",3.8,0.0,250.0
479,479,LOKA - Greenpark Hotels,"Bannerghatta Road, Bangalore",1800,"South Indian, North Indian, Chinese, Fast Food, Asian, Desserts, Beverages",4.1,8.0,900.0
480,480,Sanchez,"UB City, Bangalore",2500,"Mexican, Beverages",4.0,366.0,1250.0
481,481,Just Loaf,"Koramangala 3rd Block, Bangalore",1000,"Burger, Fast Food, Bakery, Desserts",0.0,0.0,500.0
482,482,Nasi And Mee,"Koramangala 4th Block, Bangalore",1600,"Asian, Sushi, Thai",4.5,2267.0,800.0
483,483,Kebapci,"Koramangala 6th Block, Bangalore",1600,"BBQ, Turkish, Kebab, Lebanese, Desserts",4.2,2887.0,800.0
484,484,Boba Bhai,"Electronic City, Bangalore",700,"Bubble Tea, Burger, Beverages, Tea, Fast Food, Street Food, Momos, Shake",3.7,1033.0,350.0
485,485,Be Bhukkad,"Nagawara, Bangalore",400,"North Indian, Biryani",3.9,124.0,200.0
486,486,Zodiac - Fortune Select JP Cosmos Hotel,"Fortune Select JP Cosmos Hotel, Bangalore",2000,"South Indian, North Indian, Oriental, Continental, Salad, Biryani, Desserts, Beverages",3.5,3.0,1000.0
487,487,CEVI,"HSR, Bangalore",1500,"North Indian, Biryani, Seafood, Beverages, Desserts",4.5,13.0,750.0
488,488,Platform.65,"Bannerghatta Road, Bangalore",1300,"Andhra, North Indian, Mughlai, Chinese, Biryani, Ice Cream, Desserts, Beverages",3.6,440.0,650.0
489,489,Cremeux Pizza & Bakery Cafe,"Jayanagar, Bangalore",300,"Pizza, Bakery, Cafe, Sandwich, Beverages, Burger",0.0,161.0,150.0
490,490,Snack's Shack,"Whitefield, Bangalore",200,"Street Food, North Indian",3.7,299.0,100.0
491,491,Dum Pukht Jolly Nabobs - ITC Windsor,"ITC Windsor, Bangalore",6000,"North Indian, Awadhi",4.7,0.0,3000.0
492,492,Coastal Machali Co.,"Residency Road, Bangalore",1300,"North Indian, Mangalorean, Seafood",4.3,631.0,650.0
493,493,Taiki,"JP Nagar, Bangalore",700,"Korean, Japanese, Sushi, Salad, Desserts, Tea, Beverages",4.0,7.0,350.0
494,494,Brahmin's Coffee Bar,"Basavanagudi, Bangalore",100,South Indian,4.7,1217.0,50.0
495,495,Alchemy,"The Chancery Pavilion, Residency Road, Bangalore",2500,"Bar Food, North Indian, Seafood, Biryani, Desserts, Beverages",4.3,0.0,1250.0
496,496,The Dome Cafe,"Sarjapur Road, Bangalore",1600,"North Indian, Chinese, Continental, Burger, Desserts, Shake, Beverages",4.4,81.0,800.0
497,497,Neon Market,"Indiranagar, Bangalore",1000,"Cafe, Coffee, Japanese, Tea, Beverages",0.0,1.0,500.0
498,498,Tutto Bene - Health Cafe by Little Italy,"Indiranagar, Bangalore",900,"Cafe, Coffee, Beverages, Shake, Panini, Italian, Desserts",3.4,29.0,450.0
499,499,Smoke House Pizzeria,"Forum Shantiniketan Mall, Whitefield, Bangalore",1500,"Pizza, Pasta, Salad, Italian, Burger, Desserts, Juices, Beverages",4.4,3134.0,750.0
500,500,Pasta Street,"Prestige Shantiniketan, Bangalore",1800,"Pasta, Pizza, Italian, Salad, Desserts, Beverages",4.7,3777.0,900.0
501,501,Chowman,"Brookefield, Bangalore",1400,"Chinese, Asian, Thai, Seafood, Sichuan, Desserts, Beverages",4.3,13600.0,700.0
502,502,The Coffee Brewery,"KR Puram, Bangalore",800,"Cafe, Coffee, Sandwich, Fast Food, Desserts, Tea, Beverages",4.3,944.0,400.0
503,503,Smoor,"Whitefield, Bangalore",600,"Bakery, Desserts, Beverages",4.3,3488.0,300.0
504,504,Dot.yum - Aloft Hotel,"Aloft Hotel, Whitefield, Bangalore",2500,"Continental, Oriental, North Indian, Desserts, Beverages",3.7,11.0,1250.0
505,505,Whitefield Baking Company - Bengaluru Marriott Hotel Whitefield,"Bengaluru Marriott Hotel Whitefield, Bangalore",1500,"Bakery, American, North Indian, South Indian, Salad",4.0,43.0,750.0
506,506,The Sandwich Station,"Whitefield, Bangalore",400,"Sandwich, Burger, Fast Food, Rolls, Beverages, Shake",4.0,4837.0,200.0
507,507,De Royale Spice,"KR Puram, Bangalore",600,"Chinese, Biryani, North Indian, Kebab, South Indian, Mughlai",3.2,5.0,300.0
508,508,The Filter Coffee,"Brookefield, Bangalore",500,"South Indian, Coffee, Beverages, Street Food, Desserts",4.7,6004.0,250.0
509,509,Haldiram's Restaurant,"Brookefield, Bangalore",400,"Mithai, South Indian, North Indian, Sandwich, Street Food, Biryani, Beverages",3.3,251.0,200.0
510,510,Srinidhi Signature,"ITPL Main Road, Whitefield, Bangalore",1400,"South Indian, North Indian, Chinese, Desserts, Beverages",4.2,3384.0,700.0
511,511,Third Wave Coffee,"Brookefield, Bangalore",700,"Cafe, Coffee, Sandwich, Pizza, Fast Food, Tea, Beverages",3.9,964.0,350.0
512,512,Kalinga Spices,"Brookefield, Bangalore",300,"North Indian, Odia, Chinese",4.4,6302.0,150.0
513,513,Paper And Pie Cafe,"ITPL Main Road, Whitefield, Bangalore",1200,"Cafe, Italian, Continental, Desserts, Beverages, Shake",3.8,0.0,600.0
514,514,Pakodee’s,"Whitefield, Bangalore",200,Street Food,3.6,154.0,100.0
515,515,The Eatery - Four Points By Sheraton Bengaluru,"Four Points by Sheraton Bengaluru Whitefield, Bangalore",2000,"North Indian, Chinese, Continental, Fast Food",4.1,202.0,1000.0
516,516,The Rameshwaram Cafe,"Brookefield, Bangalore",200,"South Indian, Beverages",3.0,989.0,100.0
517,517,Samosa Party,"Brookefield, Bangalore",200,"Street Food, Tea, North Indian, Beverages, Mithai, Desserts",3.3,875.0,100.0
518,518,Biryani Pub,"Marathahalli, Bangalore",150,Biryani,3.9,34.0,75.0
519,519,Zodiac,"Fortune Select Trinity, Whitefield, Bangalore",1800,"South Indian, North Indian, Mughlai, Chinese, Fast Food, Biryani",3.3,2.0,900.0
520,520,Karibu - The Zuri,"The Zuri Hotels, Bangalore",3300,"South Indian, North Indian, Continental, Oriental, Italian, Sandwich, Burger, Wraps",3.6,0.0,1650.0
521,521,Brunchilly - Sarovar Portico,"Marathahalli, Bangalore",1600,"North Indian, Biryani, Fast Food",4.0,17.0,800.0
522,522,Juice N Bites,"Whitefield, Bangalore",300,"Shake, Juices, Beverages, Street Food, Fast Food, Burger",3.9,162.0,150.0
523,523,Grill On Hot & Cool Cafe,"Marathahalli, Bangalore",200,"Burger, Shawarma, Sandwich, Fast Food, Juices, Shake, Beverages",3.5,9.0,100.0
524,524,Asha Tiffins,"Brookefield, Bangalore",200,South Indian,4.2,26700.0,100.0
525,525,Vijayawada Tiffins,"Brookefield, Bangalore",800,"South Indian, North Indian, Chinese, Street Food",3.6,481.0,400.0
526,526,Pinds Of Punjab,"KR Puram, Bangalore",250,"North Indian, Fast Food",3.9,4465.0,125.0
527,527,Kava Kitchen & Bar - Fairfield by Marriott,"Whitefield, Bangalore",2500,"North Indian, Continental, Salad, Mughlai, Fast Food, Beverages",3.8,74.0,1250.0
528,528,Aruki Kitchen,"Whitefield, Bangalore",200,"South Indian, Street Food, Tea, Beverages",3.9,15.0,100.0
529,529,Hard Rock Cafe,"Ascendas Park Square, Whitefield, Bangalore",2000,"Salad, American, Sandwich, Burger, Wraps, Fast Food, Desserts, Beverages",4.5,389.0,1000.0
530,530,Khane Ka Khazana,"Brookefield, Bangalore",300,"North Indian, Rolls, Fast Food",3.5,2980.0,150.0
531,531,Brilram's Balaji Bhavan,"Whitefield, Bangalore",600,"South Indian, North Indian, Chinese, Kebab, Biryani, Shake, Juices, Beverages",3.7,15700.0,300.0
532,532,The Mill -  Artisanal Bakery,"Whitefield, Bangalore",450,"Bakery, Desserts",3.7,139.0,225.0
533,533,Chaayos Chai+Snacks=Relax,"Ascendas Park Square, Whitefield, Bangalore",350,"Tea, Beverages, Sandwich, Street Food",3.6,3870.0,175.0
534,534,Mega Bite,"MGM Mark Whitefield, Bangalore",1600,"North Indian, Chinese, South Indian, Continental, Salad, Desserts, Beverages",3.3,0.0,800.0
535,535,Mansaf Paradise,"Marathahalli, Bangalore",400,"South Indian, Street Food, Beverages",0.0,41.0,200.0
536,536,No Sugar Please!,"Brookefield, Bangalore",250,"Juices, Shake, Beverages, Healthy Food, Salad",4.1,1004.0,125.0
537,537,Cafe Mumbai,"ITPL Main Road, Whitefield, Bangalore",200,"Maharashtrian, Street Food",3.7,3196.0,100.0
538,538,Kapoor's Cafe,"KR Puram, Bangalore",1000,"North Indian, Fast Food, Street Food, Desserts",4.0,1913.0,500.0
539,539,Whitefield SOCIAL,"Phoenix Marketcity Bangalore, Whitefield, Bangalore",1600,"North Indian, Chinese, Biryani, Pasta, Burger, Pizza, Desserts, Beverages",4.2,2254.0,800.0
540,540,Lavonne,"Forum Shantiniketan Mall, Whitefield, Bangalore",1300,"Cafe, Tea, Beverages, Bakery, Continental, Pasta, Salad, Fast Food",4.1,936.0,650.0
541,541,Subway,"KR Puram, Bangalore",600,"Healthy Food, Sandwich, Fast Food, Wraps, Salad, Beverages",3.0,1073.0,300.0
542,542,Flavours Radha Hometel,"Radha Hometel, Bangalore",1800,"North Indian, Continental, Chinese, Desserts, Beverages",3.3,116.0,900.0
543,543,Poha On Wheels,"Marathahalli, Bangalore",100,Street Food,3.9,2457.0,50.0
544,544,Blue Tokai Coffee Roasters,"VR Bengaluru, Whitefield, Bangalore",600,"Cafe, Coffee, Healthy Food, Beverages, Desserts, American, Sandwich",4.4,717.0,300.0
545,545,Thirupathi Bhimas,"Marathahalli, Bangalore",1000,"South Indian, Chinese",3.6,636.0,500.0
546,546,McDonald's,"Brookefield, Bangalore",400,"Fast Food, Burger, Desserts, Beverages",3.1,24900.0,200.0
547,547,Leon's Burgers & Wings,"Whitefield, Bangalore",400,"Burger, Fast Food, Wraps",4.0,24800.0,200.0
548,548,Alibabar Hari,"Whitefield, Bangalore",300,"Biryani, Mughlai",3.8,112.0,150.0
549,549,Purnabramha Maharashtrian Restaurant,"Brigade Metropolis, Bangalore",950,"Maharashtrian, Desserts, Beverages",3.5,374.0,475.0
550,550,Starbucks Coffee,"Whitefield, Bangalore",600,"Cafe, Coffee, Desserts, Beverages",4.2,2392.0,300.0
551,551,MYNT,"Vivanta Whitefield, Bangalore",3500,"North Indian, Fast Food, Mexican, Italian, Healthy Food, Thai, Desserts, Beverages",4.2,5.0,1750.0
552,552,Masala Chai,"Whitefield, Bangalore",250,"Beverages, Fast Food, Tea",4.2,572.0,125.0
553,553,Theobroma,"Whitefield, Bangalore",500,"Bakery, Desserts, Fast Food, Beverages",3.3,1916.0,250.0
554,554,Hotel Nattinpuram,"Marathahalli, Bangalore",300,"Kerala, Street Food",3.9,1277.0,150.0
555,555,Udupi Veg,"Whitefield, Bangalore",300,"South Indian, Chinese",3.4,1277.0,150.0
556,556,Sri Chowdeshwari Mudde Hotel,"Whitefield, Bangalore",350,South Indian,3.9,0.0,175.0
557,557,Munisai Teja Nellore Tiffins,"Marathahalli, Bangalore",100,South Indian,3.5,215.0,50.0
558,558,Manorama Food Corner,"Marathahalli, Bangalore",300,"South Indian, Pizza, Sandwich, Street Food",0.0,12.0,150.0
559,559,Sri Guru Nalapaka Restaurant,"Whitefield, Bangalore",650,"South Indian, North Indian, Chinese, Biryani, Mithai",3.4,908.0,325.0
560,560,Charubon's Restaurant,"Varthur Main Road, Whitefield, Bangalore",1000,"North Indian, Bengali",3.2,358.0,500.0
561,561,HRX by EatFit,"Brookefield, Bangalore",500,"Healthy Food, Salad, Mexican, Pasta, Pizza, Beverages, Asian, North Indian",0.0,0.0,250.0
562,562,Kapoor's Chaat Bhandaar,"Varthur Main Road, Whitefield, Bangalore",500,"Street Food, Desserts, Beverages",3.7,420.0,250.0
563,563,Juice Berg,"Brookefield, Bangalore",300,"Beverages, Juices, Shake, Chinese, Sandwich, Fast Food, Street Food",3.5,13700.0,150.0
